0.058	0.101	-0.274
0.076	0.076	-0.173
0.098	0.091	-0.018
0.108	0.076	0.259
0.105	0.071	0.448
0.114	0.087	0.272
0.075	0.092	0.033
0.061	0.097	-0.199
0.054	0.076	-0.207
0.058	0.097	-0.223
0.040	0.096	-0.271
0.048	0.095	-0.194
0.056	0.089	-0.151
0.071	0.068	0.308
0.079	0.094	0.433
0.082	0.064	0.366
0.068	0.091	0.132
0.080	0.060	-0.186
0.048	0.060	-0.283
0.051	0.064	-0.329
0.042	0.077	-0.237
0.066	0.059	-0.106
0.070	0.081	0.043
0.074	0.089	0.167
0.088	0.075	0.353
0.081	0.061	0.261
0.085	0.087	0.130
0.049	0.090	-0.138
0.055	0.122	-0.239
0.050	0.105	-0.285
0.059	0.086	-0.202
0.048	0.083	-0.099
0.055	0.074	0.021
0.084	0.061	0.270
0.073	0.074	0.407
0.085	0.082	0.319
0.070	0.111	0.054
0.059	0.086	-0.181
0.045	0.089	-0.296
0.049	0.118	-0.321
0.049	0.118	-0.187
0.037	0.125	-0.144
0.054	0.116	-0.018
0.065	0.100	0.233
0.062	0.077	0.347
0.055	0.090	0.245
0.056	0.056	0.067
0.038	0.074	-0.151
0.041	0.058	-0.231
0.037	0.051	-0.242
0.038	0.061	-0.182
0.035	0.052	-0.128
0.042	0.039	0.029
0.043	0.024	0.365
0.052	0.057	0.447
0.048	0.063	0.263
0.046	0.076	0.035
0.063	0.107	-0.174
0.026	0.102	-0.345
0.032	0.114	-0.302
0.046	0.121	-0.195
0.038	0.116	-0.236
0.047	0.121	0.015
0.045	0.112	0.334
0.042	0.103	0.368
0.048	0.082	0.311
0.027	0.075	0.034
0.047	0.062	-0.135
0.045	0.086	-0.255
0.024	0.072	-0.246
0.028	0.069	-0.237
0.017	0.082	-0.126
0.014	0.088	-0.088
0.005	0.074	0.220
0.030	0.088	0.419
0.048	0.072	0.360
0.053	0.088	0.040
0.092	0.108	-0.148
0.074	0.080	-0.264
0.091	0.077	-0.339
0.089	0.040	-0.218
0.093	0.061	-0.100
0.080	0.036	0.032
0.069	0.031	0.232
0.057	0.036	0.363
0.033	0.008	0.231
0.042	0.036	0.022
0.000	0.053	-0.191
0.009	0.064	-0.260
-0.014	0.093	-0.289
-0.027	0.096	-0.236
-0.010	0.096	-0.087
-0.011	0.117	0.033
-0.006	0.082	0.247
0.014	0.119	0.449
0.012	0.105	0.267
0.001	0.112	0.071
-0.019	0.092	-0.100
-0.019	0.105	-0.293
-0.022	0.047	-0.310
-0.019	0.079	-0.190
-0.017	0.088	-0.153
-0.012	0.079	0.009
0.003	0.092	0.341
0.006	0.127	0.355
0.020	0.123	0.305
0.025	0.134	0.062
0.014	0.125	-0.158
0.021	0.094	-0.287
0.033	0.084	-0.242
0.039	0.072	-0.195
0.045	0.097	-0.110
0.068	0.070	0.068
0.059	0.073	0.311
0.047	0.055	0.390
0.063	0.061	0.270
0.051	0.062	-0.002
0.033	0.058	-0.208
0.043	0.085	-0.331
0.040	0.091	-0.257
0.032	0.110	-0.154
0.015	0.130	-0.237
0.034	0.139	-0.066
0.059	0.156	0.273
0.066	0.139	0.363
0.041	0.130	0.195
0.043	0.110	0.007
0.050	0.098	-0.121
0.044	0.111	-0.227
0.043	0.114	-0.283
0.060	0.112	-0.229
0.047	0.095	-0.163
0.051	0.104	0.049
0.048	0.124	0.316
0.069	0.124	0.362
0.068	0.100	0.308
0.059	0.117	0.020
0.081	0.087	-0.175
0.048	0.087	-0.247
0.057	0.094	-0.347
0.032	0.076	-0.254
0.040	0.078	-0.172
0.048	0.079	-0.052
0.047	0.092	0.277
0.061	0.100	0.391
0.054	0.105	0.196
0.061	0.130	0.068
0.041	0.139	-0.094
0.049	0.149	-0.246
0.055	0.096	-0.254
0.049	0.097	-0.162
0.072	0.122	-0.140
0.083	0.125	-0.146
0.094	0.108	0.251
0.071	0.129	0.438
0.083	0.146	0.280
0.065	0.146	0.037
0.057	0.129	-0.179
0.039	0.132	-0.292
0.034	0.140	-0.257
0.036	0.133	-0.277
0.020	0.114	-0.124
0.032	0.126	0.029
0.028	0.112	0.220
0.034	0.110	0.373
0.050	0.099	0.235
0.062	0.089	0.062
0.060	0.059	-0.139
0.069	0.065	-0.224
0.058	0.055	-0.215
0.051	0.086	-0.205
0.056	0.088	-0.087
0.041	0.095	0.043
0.079	0.070	0.314
0.067	0.093	0.445
0.055	0.090	0.284
0.044	0.083	-0.028
0.036	0.089	-0.211
0.037	0.063	-0.297
0.029	0.062	-0.273
0.028	0.059	-0.149
0.022	0.078	-0.089
0.020	0.083	0.051
0.058	0.073	0.257
0.054	0.090	0.312
0.042	0.100	0.174
0.056	0.107	-0.022
0.032	0.113	-0.168
0.026	0.101	-0.235
0.032	0.102	-0.206
0.045	0.091	-0.184
0.043	0.089	-0.169
0.038	0.078	0.074
0.060	0.085	0.321
0.051	0.090	0.423
0.025	0.084	0.198
0.021	0.113	0.052
0.004	0.088	-0.233
-0.007	0.100	-0.253
-0.029	0.104	-0.321
-0.032	0.115	-0.216
-0.013	0.121	-0.200
-0.008	0.138	0.029
-0.006	0.146	0.275
-0.010	0.142	0.393
-0.010	0.139	0.260
-0.029	0.153	-0.009
-0.018	0.138	-0.182
-0.037	0.129	-0.229
-0.032	0.139	-0.215
-0.015	0.131	-0.275
-0.015	0.121	-0.144
0.000	0.115	-0.186
0.009	0.102	0.252
0.018	0.112	0.427
0.030	0.096	0.301
0.033	0.107	-0.019
0.025	0.119	-0.207
0.012	0.098	-0.237
0.003	0.090	-0.279
-0.004	0.105	-0.123
0.004	0.122	-0.098
0.000	0.121	-0.007
0.012	0.125	0.248
0.006	0.115	0.389
-0.025	0.131	0.182
-0.017	0.099	0.044
-0.021	0.092	-0.146
-0.009	0.087	-0.164
-0.004	0.098	-0.176
0.003	0.084	-0.129
0.008	0.096	-0.061
-0.010	0.097	0.033
0.013	0.081	0.281
-0.004	0.073	0.375
-0.006	0.085	0.252
0.001	0.078	-0.024
0.009	0.121	-0.146
0.015	0.088	-0.238
0.005	0.102	-0.267
-0.010	0.092	-0.190
0.015	0.081	-0.150
0.029	0.064	0.031
0.045	0.058	0.286
0.047	0.089	0.319
0.049	0.075	0.244
0.027	0.065	-0.009
0.035	0.114	-0.165
0.024	0.084	-0.229
0.024	0.074	-0.239
0.020	0.062	-0.221
0.030	0.069	-0.065
0.041	0.068	0.110
0.022	0.077	0.300
0.005	0.086	0.385
0.031	0.089	0.288
0.001	0.085	-0.008
0.007	0.114	-0.224
0.009	0.090	-0.274
0.018	0.108	-0.275
0.007	0.115	-0.145
0.016	0.115	-0.126
0.007	0.094	0.035
0.015	0.100	0.321
-0.007	0.098	0.449
-0.012	0.092	0.194
0.002	0.086	0.016
-0.005	0.065	-0.148
-0.006	0.086	-0.267
0.010	0.088	-0.251
0.020	0.096	-0.213
0.010	0.111	-0.138
0.042	0.107	0.079
0.032	0.096	0.314
0.017	0.121	0.421
0.022	0.143	0.228
0.013	0.116	0.024
0.032	0.124	-0.185
0.029	0.117	-0.278
0.034	0.110	-0.284
0.021	0.099	-0.197
0.019	0.108	-0.124
0.025	0.111	-0.195
0.035	0.095	0.276
0.037	0.111	0.384
0.046	0.110	0.234
0.050	0.088	0.096
0.045	0.103	-0.189
0.045	0.091	-0.235
0.043	0.084	-0.283
0.032	0.079	-0.216
0.030	0.087	-0.084
0.017	0.095	0.084
0.028	0.111	0.326
0.013	0.115	0.459
-0.010	0.121	0.265
0.008	0.099	0.010
-0.017	0.114	-0.136
-0.023	0.091	-0.266
-0.024	0.086	-0.319
-0.026	0.058	-0.200
-0.007	0.088	-0.057
-0.003	0.098	0.011
0.013	0.079	0.274
0.022	0.077	0.358
0.021	0.080	0.281
-0.001	0.092	0.010
-0.008	0.083	-0.147
-0.021	0.083	-0.250
-0.018	0.075	-0.248
-0.021	0.067	-0.196
-0.032	0.090	-0.149
-0.028	0.075	0.075
-0.017	0.069	0.384
-0.008	0.066	0.440
-0.009	0.046	0.207
0.004	0.057	0.018
0.026	0.062	-0.196
0.014	0.077	-0.224
0.026	0.103	-0.240
0.023	0.124	-0.239
0.033	0.112	-0.192
0.024	0.131	0.013
0.029	0.124	0.248
0.031	0.110	0.380
0.009	0.104	0.288
0.015	0.127	-0.007
-0.003	0.118	-0.195
0.000	0.081	-0.230
-0.011	0.094	-0.313
-0.003	0.086	-0.150
-0.014	0.052	-0.176
-0.022	0.049	0.100
-0.032	0.067	0.356
-0.017	0.067	0.321
-0.028	0.060	0.248
-0.001	0.075	0.002
-0.005	0.054	-0.147
-0.003	0.061	-0.308
-0.014	0.064	-0.272
-0.023	0.073	-0.207
-0.021	0.063	-0.201
-0.026	0.075	-0.128
-0.006	0.067	0.293
0.001	0.072	0.409
0.017	0.078	0.243
0.014	0.074	-0.009
0.017	0.073	-0.117
0.021	0.083	-0.193
0.023	0.082	-0.301
0.035	0.066	-0.230
0.023	0.049	-0.041
-0.001	0.049	-0.014
0.003	0.065	0.268
-0.015	0.058	0.390
-0.029	0.041	0.298
-0.015	0.038	0.024
-0.028	0.106	-0.235
-0.033	0.079	-0.279
-0.028	0.077	-0.251
-0.031	0.072	-0.194
-0.036	0.081	-0.077
-0.018	0.078	0.091
-0.022	0.064	0.363
0.004	0.041	0.428
-0.001	0.050	0.206
-0.003	0.058	0.073
-0.009	0.057	-0.148
-0.004	0.057	-0.197
0.000	0.063	-0.253
0.011	0.076	-0.211
0.022	0.073	-0.104
0.028	0.076	0.095
0.027	0.091	0.375
0.043	0.083	0.391
0.046	0.089	0.279
0.036	0.079	0.087
0.009	0.093	-0.219
0.004	0.064	-0.310
0.004	0.072	-0.335
-0.011	0.074	-0.263
-0.010	0.078	-0.120
-0.005	0.075	0.108
-0.016	0.073	0.272
-0.010	0.055	0.309
-0.016	0.068	0.264
-0.011	0.067	0.016
-0.009	0.060	-0.151
0.002	0.061	-0.204
0.003	0.059	-0.252
-0.003	0.075	-0.189
0.008	0.078	-0.139
-0.006	0.095	0.077
0.004	0.099	0.369
-0.012	0.083	0.465
-0.005	0.080	0.291
-0.013	0.086	-0.007
-0.007	0.081	-0.234
0.012	0.097	-0.297
0.013	0.106	-0.295
0.020	0.109	-0.188
0.020	0.102	-0.141
0.016	0.100	-0.065
0.015	0.075	0.328
0.022	0.051	0.350
0.000	0.082	0.189
0.016	0.075	0.008
0.002	0.059	-0.222
0.012	0.074	-0.242
0.021	0.062	-0.276
0.032	0.086	-0.224
0.029	0.088	-0.133
0.045	0.073	-0.092
0.032	0.091	0.298
0.042	0.079	0.437
0.021	0.095	0.205
0.000	0.119	-0.008
0.000	0.128	-0.209
0.002	0.129	-0.240
0.007	0.128	-0.319
0.002	0.134	-0.272
0.002	0.157	-0.122
-0.010	0.145	0.025
-0.009	0.143	0.243
-0.007	0.111	0.360
0.012	0.127	0.231
0.018	0.117	0.002
0.027	0.098	-0.168
0.027	0.116	-0.308
0.020	0.103	-0.220
0.009	0.122	-0.186
0.007	0.094	-0.038
0.004	0.092	0.084
0.012	0.084	0.375
0.020	0.085	0.403
0.016	0.100	0.255
0.021	0.108	-0.011
0.012	0.116	-0.220
-0.002	0.120	-0.347
0.019	0.115	-0.287
0.030	0.108	-0.175
0.035	0.085	-0.070
0.040	0.105	0.053
0.044	0.074	0.329
0.027	0.075	0.422
0.043	0.113	0.196
0.017	0.098	-0.009
0.007	0.089	-0.235
0.002	0.078	-0.247
0.007	0.088	-0.163
0.024	0.098	-0.148
0.026	0.088	-0.190
0.034	0.086	0.108
0.022	0.089	0.380
0.040	0.057	0.435
0.004	0.081	0.221
0.014	0.072	0.002
0.008	0.072	-0.275
0.008	0.070	-0.268
0.013	0.053	-0.232
0.015	0.065	-0.202
0.037	0.040	-0.110
0.047	0.038	0.067
0.038	0.044	0.281
0.028	0.034	0.358
0.040	0.053	0.177
0.032	0.043	-0.007
0.034	0.050	-0.184
0.035	0.037	-0.223
0.017	0.045	-0.237
0.019	0.068	-0.198
0.007	0.077	-0.127
0.009	0.070	-0.026
0.004	0.065	0.415
0.006	0.062	0.452
-0.009	0.102	0.226
0.023	0.097	0.011
0.008	0.076	-0.215
0.023	0.077	-0.294
0.022	0.061	-0.233
0.029	0.074	-0.208
0.022	0.066	-0.112
0.014	0.050	-0.103
0.020	0.025	0.258
0.008	0.015	0.392
0.009	-0.007	0.251
0.001	0.013	-0.007
0.011	0.011	-0.152
0.013	0.021	-0.302
0.033	0.021	-0.208
0.025	0.037	-0.138
0.031	0.050	-0.051
0.022	0.048	0.072
0.024	0.061	0.370
0.031	0.052	0.435
0.044	0.048	0.259
0.029	0.055	-0.024
0.027	0.075	-0.288
0.027	0.066	-0.335
0.017	0.071	-0.343
0.024	0.074	-0.215
0.014	0.062	-0.058
0.018	0.088	0.064
0.017	0.079	0.317
0.019	0.095	0.382
0.026	0.066	0.313
0.030	0.060	0.051
0.030	0.070	-0.251
0.039	0.093	-0.267
0.034	0.068	-0.256
0.034	0.080	-0.206
0.021	0.089	-0.144
0.011	0.065	0.119
0.008	0.077	0.435
0.006	0.084	0.458
0.000	0.087	0.255
-0.015	0.100	0.003
-0.012	0.106	-0.170
-0.023	0.124	-0.253
-0.016	0.137	-0.319
-0.009	0.132	-0.190
-0.002	0.125	-0.098
0.004	0.104	0.100
0.001	0.120	0.277
-0.005	0.119	0.347
-0.013	0.087	0.236
-0.008	0.111	0.059
-0.005	0.072	-0.147
-0.008	0.078	-0.263
0.004	0.073	-0.246
0.007	0.085	-0.249
0.007	0.087	-0.132
0.043	0.088	0.105
0.028	0.076	0.332
0.026	0.075	0.371
0.024	0.052	0.229
0.026	0.065	-0.066
0.020	0.085	-0.251
0.014	0.079	-0.331
0.017	0.073	-0.227
0.019	0.082	-0.242
0.011	0.057	-0.057
0.016	0.073	-0.104
-0.003	0.054	0.307
0.000	0.053	0.339
0.000	0.045	0.186
0.015	0.062	-0.031
0.016	0.049	-0.139
0.024	0.041	-0.214
0.027	0.044	-0.239
0.019	0.050	-0.158
0.007	0.042	-0.081
0.006	0.026	0.133
-0.007	0.035	0.455
-0.014	0.039	0.392
-0.002	0.034	0.290
-0.005	0.013	-0.022
-0.006	0.029	-0.265
0.019	0.023	-0.267
0.037	0.010	-0.244
0.009	0.002	-0.153
0.006	0.028	-0.071
-0.007	0.034	0.079
0.007	0.029	0.367
0.014	0.034	0.378
0.013	0.010	0.283
0.012	0.040	0.002
-0.014	0.039	-0.175
-0.029	0.046	-0.236
-0.023	0.024	-0.260
-0.033	0.024	-0.114
-0.039	0.038	-0.063
-0.016	0.030	0.167
0.015	0.036	0.380
0.016	0.000	0.394
0.025	0.033	0.215
0.027	-0.006	-0.029
0.012	0.017	-0.229
0.024	-0.002	-0.274
0.027	0.030	-0.247
0.027	0.050	-0.144
0.025	0.047	-0.074
0.023	0.050	0.032
0.028	0.057	0.308
0.037	0.056	0.345
0.041	0.014	0.196
0.052	0.029	-0.032
0.046	0.005	-0.181
0.054	0.013	-0.189
0.042	0.022	-0.199
0.026	0.026	-0.207
0.024	0.011	-0.074
0.035	-0.004	0.137
0.042	-0.004	0.414
0.044	0.005	0.481
0.047	-0.011	0.283
0.027	0.039	0.002
0.018	0.039	-0.128
0.011	0.020	-0.264
0.019	0.054	-0.275
0.018	0.053	-0.206
0.030	0.065	-0.054
0.013	0.069	-0.174
0.023	0.058	0.313
0.019	0.060	0.458
0.008	0.045	0.182
0.031	0.050	0.031
0.028	0.031	-0.144
0.033	0.037	-0.266
0.039	0.056	-0.234
0.046	0.044	-0.167
0.039	0.046	-0.072
0.038	0.054	0.029
0.049	0.039	0.318
0.050	0.052	0.454
0.049	0.048	0.223
0.044	0.058	-0.064
0.046	0.050	-0.244
0.030	0.070	-0.203
0.017	0.081	-0.271
0.028	0.068	-0.257
0.053	0.060	-0.042
0.060	0.060	0.173
0.070	0.067	0.298
0.080	0.067	0.408
0.072	0.053	0.286
0.060	0.061	-0.025
0.033	0.076	-0.231
0.030	0.082	-0.290
0.019	0.062	-0.192
0.009	0.057	-0.108
0.009	0.081	-0.053
0.000	0.063	0.156
-0.005	0.049	0.358
-0.012	0.061	0.445
0.006	0.054	0.244
-0.005	0.074	-0.012
-0.016	0.070	-0.249
0.002	0.052	-0.284
0.002	0.046	-0.278
-0.009	0.041	-0.144
-0.006	0.057	-0.130
0.012	0.060	0.078
0.028	0.063	0.297
0.044	0.048	0.365
0.043	0.046	0.197
0.026	0.058	-0.009
0.036	0.060	-0.139
0.013	0.080	-0.175
-0.016	0.058	-0.256
-0.010	0.063	-0.178
-0.021	0.071	-0.083
-0.014	0.114	0.098
0.003	0.065	0.368
-0.006	0.077	0.377
0.022	0.091	0.225
0.043	0.109	0.014
0.008	0.129	-0.196
0.006	0.120	-0.333
0.012	0.114	-0.252
